id_venda,id_cliente,id_produto,data_venda,hora_venda,canal_venda,quantidade,preco_unitario,desconto_pct,valor_frete,fulfillment,receita_bruta,valor_desconto,valor_previsto_calc,transaction_id,metodo_pagamento,status,valor_previsto,valor_pago,horario_transacao,suspeito_heuristica,delta,flag_divergencia,nome,segmento,uf,regiao,data_cadastro,nome_produto,categoria,subcategoria,preco_base,custo,ativo,data,ano,mes,dia,dia_semana,nome_mes,eh_fim_de_semana,margem_bruta,hora,R01,R02,R03,R04,score_risco
11,1062,858,2024-04-24,1900-01-01 02:26:04,app,3,865.84,15,24.9,parceiro,2597.52,389.628,2232.792,tx_011895,pix,recusado,2232.79,2307.46,02:26:04,False,0.0019999999999527063,False,Cliente 1062,varejo,RO,Norte,2022-03-29,Calça 858,Moda,Calça,944.35,500.41,True,2024-04-24,2024,4,24,2,April,False,1096.29,2,1,0,0,1,7
12,1551,501,2024-06-08,1900-01-01 15:30:57,site,2,683.74,10,24.9,zoop,1367.48,136.74800000000002,1255.632,tx_000012,pix,aprovado,1255.63,1224.7700000000002,15:30:57,False,0.0019999999999527063,False,Cliente 1551,educacao,AM,Norte,2022-07-18,Mesa 501,Escritório,Mesa,660.34,457.33,True,2024-06-08,2024,6,8,5,June,True,452.82000000000005,15,0,0,0,0,0
13,2958,1005,2024-10-19,1900-01-01 06:08:14,site,1,830.24,0,0.0,parceiro,830.24,0.0,830.24,tx_000013,cartao_credito,aprovado,830.24,816.32,06:08:14,False,0.0,False,Cliente 2958,saude,PE,Nordeste,2022-07-12,Mesa 1005,Escritório,Mesa,849.6,587.01,True,2024-10-19,2024,10,19,5,October,True,243.23000000000002,6,0,0,0,0,0
14,2157,608,2024-05-07,1900-01-01 07:16:11,app,2,1844.14,15,24.9,parceiro,3688.28,553.242,3159.9380000000006,tx_000014,pix,recusado,3159.94,3083.18,07:16:11,False,0.001999999999497959,False,Cliente 2157,varejo,GO,Centro-Oeste,2022-04-15,Perfume 608,Beleza,Perfume,1826.78,1069.23,True,2024-05-07,2024,5,7,1,May,False,1549.8200000000002,7,0,0,0,0,0
15,4113,635,2024-06-16,1900-01-01 13:23:42,marketplace,1,316.6,15,0.0,zoop,316.6,47.49,269.11,tx_000015,boleto,chargeback,269.11,322.93,13:23:42,True,0.0,False,Cliente 4113,industria,CE,Nordeste,2023-03-09,Cadeira 635,Escritório,Cadeira,343.47,223.48,True,2024-06-16,2024,6,16,6,June,True,93.12000000000003,13,0,1,1,1,13
16,1747,515,2024-03-14,1900-01-01 20:02:53,site,3,1611.0,10,0.0,parceiro,4833.0,483.3,4349.7,tx_000016,boleto,chargeback,4349.7,4389.2,20:02:53,False,0.0,False,Cliente 1747,educacao,RN,Nordeste,2022-11-17,Calça 515,Moda,Calça,1580.63,951.07,True,2024-03-14,2024,3,14,3,March,False,1979.79,20,0,0,1,0,5
17,2982,853,2024-04-06,1900-01-01 20:55:52,app,3,1387.64,5,19.9,parceiro,4162.92,208.14600000000002,3974.674,tx_000017,pix,recusado,3974.67,4141.9,20:55:52,False,0.0039999999999054126,False,Cliente 2982,saude,PA,Norte,2022-11-16,Câmera 853,Eletrônicos,Câmera,1327.1,715.78,True,2024-04-06,2024,4,6,5,April,True,2015.58,20,0,0,0,0,0
18,3236,951,2024-03-01,1900-01-01 23:17:41,app,2,841.98,5,14.9,parceiro,1683.96,84.19800000000001,1614.662,tx_000018,pix,chargeback,1614.66,1597.97,23:17:41,False,0.0019999999999527063,False,Cliente 3236,educacao,MT,Centro-Oeste,2022-11-21,Camiseta 951,Moda,Camiseta,829.31,496.04,True,2024-03-01,2024,3,1,4,March,False,691.88,23,0,0,1,1,9
19,4306,1000,2024-10-08,1900-01-01 14:42:06,app,2,1805.34,0,14.9,parceiro,3610.68,0.0,3625.58,tx_000019,boleto,chargeback,3625.58,3563.78,14:42:06,False,0.0,False,Cliente 4306,educacao,CE,Nordeste,2022-12-18,Cafeteira 1000,Casa & Cozinha,Cafeteira,1804.98,1053.5,True,2024-10-08,2024,10,8,1,October,False,1503.6799999999998,14,0,0,1,0,5
20,3631,527,2024-10-05,1900-01-01 04:06:14,site,1,1791.83,10,9.9,parceiro,1791.83,179.183,1622.547,tx_000020,pix,recusado,1622.55,1549.88,04:06:14,False,0.0029999999999290594,False,Cliente 3631,tecnologia,PR,Sul,2023-08-02,Notebook 527,Eletrônicos,Notebook,1712.6,1005.64,True,2024-10-05,2024,10,5,5,October,True,786.1899999999999,4,1,0,0,0,3
21,2258,964,2024-08-11,1900-01-01 17:05:55,site,3,279.8,5,9.9,zoop,839.4000000000001,41.970000000000006,807.33,tx_000021,boleto,chargeback,807.33,772.5500000000001,17:05:55,False,0.0,False,Cliente 2258,restaurante,TO,Norte,2022-08-01,Creme 964,Beleza,Creme,267.56,148.14,True,2024-08-11,2024,8,11,6,August,True,394.98000000000013,17,0,0,1,0,5
22,4179,518,2024-04-11,1900-01-01 23:47:22,site,1,1584.14,10,24.9,zoop,1584.14,158.41400000000002,1450.6260000000002,tx_000022,cartao_credito,aprovado,1450.63,1419.18,23:47:22,False,0.0039999999999054126,False,Cliente 4179,restaurante,AC,Norte,2023-02-16,Cadeira 518,Escritório,Cadeira,1618.39,878.44,True,2024-04-11,2024,4,11,3,April,False,705.7,23,0,0,0,0,0
23,3842,1044,2024-03-26,1900-01-01 11:10:06,marketplace,1,1128.08,5,24.9,parceiro,1128.08,56.403999999999996,1096.576,tx_000023,pix,recusado,1096.58,1117.8,11:10:06,False,0.0039999999999054126,False,Cliente 3842,servicos,RS,Sul,2022-10-07,Creme 1044,Beleza,Creme,1125.76,593.73,True,2024-03-26,2024,3,26,1,March,False,534.3499999999999,11,0,0,0,0,0
24,4516,708,2024-05-22,1900-01-01 01:25:18,marketplace,3,289.61,15,19.9,parceiro,868.83,130.3245,758.4055,tx_000024,boleto,chargeback,758.41,727.6899999999999,01:25:18,False,0.004500000000007276,False,Cliente 4516,varejo,TO,Norte,2022-09-12,Creme 708,Beleza,Creme,302.16,180.46,True,2024-05-22,2024,5,22,2,May,False,327.45000000000005,1,0,0,1,0,5
25,1558,808,2024-01-01,1900-01-01 02:16:45,app,1,1293.76,0,0.0,parceiro,1293.76,0.0,1293.76,tx_000025,cartao_credito,chargeback,1293.76,1681.89,02:16:45,True,0.0,False,Cliente 1558,saude,RO,Norte,2023-08-02,Tênis 808,Moda,Tênis,1315.65,807.56,True,2024-01-01,2024,1,1,0,January,False,486.20000000000005,2,0,1,1,0,9
26,1575,648,2024-09-03,1900-01-01 05:48:51,site,3,2029.76,5,19.9,parceiro,6089.28,304.464,5804.715999999999,tx_000026,cartao_credito,estornado,5804.72,5804.240000000001,05:48:51,False,0.004000000000814907,False,Cliente 1575,servicos,RJ,Sudeste,2023-03-25,Fone de Ouvido 648,Eletrônicos,Fone de Ouvido,1939.63,1309.15,True,2024-09-03,2024,9,3,1,September,False,2161.8299999999995,5,1,0,0,0,3
27,3423,699,2024-05-07,1900-01-01 11:04:14,app,1,1708.26,15,0.0,zoop,1708.26,256.239,1452.021,tx_000027,pix,recusado,1452.02,1440.37,11:04:14,False,0.0009999999999763531,False,Cliente 3423,saude,GO,Centro-Oeste,2022-09-05,Mesa 699,Escritório,Mesa,1635.48,890.44,True,2024-05-07,2024,5,7,1,May,False,817.8199999999999,11,0,0,0,0,0
28,1844,955,2024-03-13,1900-01-01 21:17:48,marketplace,1,1241.63,10,24.9,zoop,1241.63,124.16300000000001,1142.3670000000002,tx_000028,boleto,aprovado,1142.37,1148.56,21:17:48,False,0.0029999999997016857,False,Cliente 1844,tecnologia,MS,Centro-Oeste,2022-10-01,Cadeira 955,Escritório,Cadeira,1308.19,708.29,True,2024-03-13,2024,3,13,2,March,False,533.3400000000001,21,0,0,0,0,0
29,4161,983,2024-04-28,1900-01-01 21:28:19,marketplace,3,1865.63,5,0.0,parceiro,5596.89,279.84450000000004,5317.0455,tx_000029,boleto,chargeback,5317.05,3721.94,21:28:19,True,0.004500000000007276,False,Cliente 4161,industria,MS,Centro-Oeste,2023-04-05,Câmera 983,Eletrônicos,Câmera,1823.09,1282.48,True,2024-04-28,2024,4,28,6,April,True,1749.4500000000003,21,0,1,1,0,9
30,4585,779,2024-01-21,1900-01-01 12:53:57,marketplace,3,253.81,15,24.9,zoop,761.4300000000001,114.2145,672.1155,tx_000030,boleto,recusado,672.12,685.32,12:53:57,False,0.004500000000007276,False,Cliente 4585,industria,MS,Centro-Oeste,2022-04-22,Creme 779,Beleza,Creme,270.5,141.54,True,2024-01-21,2024,1,21,6,January,True,336.81000000000006,12,0,0,0,0,0
31,4590,999,2024-05-29,1900-01-01 07:33:06,marketplace,2,1788.1,5,19.9,parceiro,3576.2,178.81,3417.29,tx_000031,pix,aprovado,3417.29,3436.37,07:33:06,False,0.0,False,Cliente 4590,saude,PA,Norte,2022-04-14,Aspirador 999,Casa & Cozinha,Aspirador,1957.87,1302.02,True,2024-05-29,2024,5,29,2,May,False,972.1599999999999,7,0,0,0,0,0
32,2728,559,2024-11-22,1900-01-01 03:55:49,marketplace,2,436.03,10,24.9,parceiro,872.06,87.206,809.7539999999999,tx_000032,boleto,chargeback,809.75,784.3,03:55:49,False,0.0039999999999054126,False,Cliente 2728,saude,PR,Sul,2023-05-29,Calça 559,Moda,Calça,462.86,339.31,True,2024-11-22,2024,11,22,4,November,False,193.43999999999994,3,0,0,1,0,5
33,2719,758,2024-07-01,1900-01-01 02:00:06,app,1,152.82,15,9.9,parceiro,152.82,22.923,139.797,tx_000033,boleto,estornado,139.8,139.10000000000002,02:00:06,False,0.0030000000000143245,False,Cliente 2719,servicos,TO,Norte,2022-09-27,Teclado 758,Escritório,Teclado,151.76,89.77,True,2024-07-01,2024,7,1,0,July,False,63.05,2,0,0,0,0,0
34,3727,773,2024-02-23,1900-01-01 22:31:35,marketplace,3,547.8,15,0.0,zoop,1643.3999999999999,246.50999999999996,1396.8899999999999,tx_000034,cartao_credito,estornado,1396.89,1434.23,22:31:35,False,2.2737367544323206e-13,False,Cliente 3727,educacao,RS,Sul,2023-05-02,Cadeira 773,Escritório,Cadeira,552.78,406.86,True,2024-02-23,2024,2,23,4,February,False,422.81999999999994,22,0,0,0,1,4
35,3419,601,2024-10-21,1900-01-01 03:07:48,marketplace,3,436.6,15,0.0,parceiro,1309.8000000000002,196.47000000000003,1113.3300000000002,tx_000035,cartao_credito,recusado,1113.33,1140.9499999999998,03:07:48,False,2.2737367544323206e-13,False,Cliente 3419,educacao,ES,Sudeste,2022-12-29,Fone de Ouvido 601,Eletrônicos,Fone de Ouvido,466.56,312.71,True,2024-10-21,2024,10,21,0,October,False,371.6700000000003,3,0,0,0,0,0
36,3651,951,2024-08-23,1900-01-01 18:55:33,app,3,751.02,0,9.9,zoop,2253.06,0.0,2262.96,tx_000036,cartao_credito,aprovado,2262.96,2364.96,18:55:33,False,0.0,False,Cliente 3651,restaurante,MS,Centro-Oeste,2022-06-17,Camiseta 951,Moda,Camiseta,829.31,496.04,True,2024-08-23,2024,8,23,4,August,False,764.9399999999998,18,0,0,0,0,0
37,1099,837,2024-02-20,1900-01-01 09:58:26,marketplace,3,975.11,10,14.9,parceiro,2925.33,292.533,2647.697,tx_000037,pix,recusado,2647.7,2598.45,09:58:26,False,0.0029999999997016857,False,Cliente 1099,restaurante,MS,Centro-Oeste,2023-03-10,Notebook 837,Eletrônicos,Notebook,955.72,569.3,True,2024-02-20,2024,2,20,1,February,False,1217.43,9,0,0,0,0,0
38,2444,755,2024-05-21,1900-01-01 14:50:03,marketplace,2,561.32,5,9.9,parceiro,1122.64,56.132000000000005,1076.4080000000001,tx_000038,cartao_credito,chargeback,1076.41,861.13,14:50:03,True,0.0019999999999527063,False,Cliente 2444,saude,RS,Sul,2022-11-06,Fone de Ouvido 755,Eletrônicos,Fone de Ouvido,591.69,364.04,True,2024-05-21,2024,5,21,1,May,False,394.56000000000006,14,0,1,1,0,9
39,4034,911,2024-06-27,1900-01-01 05:54:31,app,2,1475.8,5,14.9,parceiro,2951.6,147.58,2818.92,tx_000039,cartao_credito,aprovado,2818.92,2933.17,05:54:31,False,0.0,False,Cliente 4034,saude,GO,Centro-Oeste,2023-06-10,Teclado 911,Escritório,Teclado,1434.91,852.73,True,2024-06-27,2024,6,27,3,June,False,1246.1399999999999,5,1,0,0,0,3
40,1415,593,2024-11-23,1900-01-01 12:20:39,site,3,1860.35,5,14.9,parceiro,5581.049999999999,279.05249999999995,5316.897499999999,tx_000040,boleto,estornado,5316.9,5551.81,12:20:39,False,0.002500000000509317,False,Cliente 1415,tecnologia,CE,Nordeste,2022-08-24,Liquidificador 593,Casa & Cozinha,Liquidificador,1908.88,1233.8,True,2024-11-23,2024,11,23,5,November,True,1879.6499999999996,12,0,0,0,1,4
41,2437,846,2024-08-12,1900-01-01 11:48:10,app,1,235.72,0,9.9,parceiro,235.72,0.0,245.62,tx_000041,pix,chargeback,245.62,237.59,02:37:16,False,0.0,False,Cliente 2437,industria,PE,Nordeste,2023-02-24,Câmera 846,Eletrônicos,Câmera,225.81,160.65,True,2024-08-12,2024,8,12,0,August,False,75.07,11,0,0,1,0,5
42,4723,1019,2024-12-24,1900-01-01 20:35:18,marketplace,1,1686.84,15,24.9,zoop,1686.84,253.02599999999998,1458.714,tx_000042,cartao_credito,aprovado,1458.71,1473.69,20:35:18,False,0.0039999999999054126,False,Cliente 4723,saude,PE,Nordeste,2022-06-17,Calça 1019,Moda,Calça,1664.35,1194.25,False,2024-12-24,2024,12,24,1,December,False,492.5899999999999,20,0,0,0,0,0
43,1814,596,2024-02-16,1900-01-01 22:38:58,app,2,387.75,5,14.9,parceiro,775.5,38.775000000000006,751.625,tx_000043,boleto,chargeback,751.62,738.58,22:38:58,False,0.0049999999999954525,False,Cliente 1814,servicos,BA,Nordeste,2022-02-21,Câmera 596,Eletrônicos,Câmera,375.89,191.75,True,2024-02-16,2024,2,16,4,February,False,392.0,22,0,0,1,0,5
44,2626,637,2024-07-16,1900-01-01 03:54:47,app,1,636.77,10,9.9,parceiro,636.77,63.677,582.9929999999999,tx_000044,cartao_credito,aprovado,582.99,594.51,03:54:47,False,0.0029999999999290594,False,Cliente 2626,industria,CE,Nordeste,2022-02-18,Cadeira 637,Escritório,Cadeira,622.95,386.73,True,2024-07-16,2024,7,16,1,July,False,250.03999999999996,3,0,0,0,0,0
45,4384,542,2024-05-05,1900-01-01 17:09:42,site,3,1734.93,5,9.9,zoop,5204.79,260.2395,4954.4505,tx_000045,cartao_credito,aprovado,4954.45,4994.83,17:09:42,False,0.0005000000001018634,False,Cliente 4384,industria,RS,Sul,2022-05-22,Creme 542,Beleza,Creme,1654.04,1105.35,True,2024-05-05,2024,5,5,6,May,True,1888.7400000000002,17,0,0,0,0,0
46,4585,732,2024-08-13,1900-01-01 20:51:13,app,1,932.77,0,24.9,parceiro,932.77,0.0,957.67,tx_000046,cartao_credito,estornado,957.67,992.62,20:51:13,False,0.0,False,Cliente 4585,industria,MS,Centro-Oeste,2022-04-22,Notebook 732,Eletrônicos,Notebook,1011.89,750.52,True,2024-08-13,2024,8,13,1,August,False,182.25,20,0,0,0,0,0
47,4433,950,2024-07-31,1900-01-01 17:35:36,site,3,485.81,15,14.9,parceiro,1457.43,218.6145,1253.7155000000002,tx_000047,boleto,aprovado,1253.72,1285.46,17:35:36,False,0.004499999999779902,False,Cliente 4433,educacao,GO,Centro-Oeste,2022-09-10,Teclado 950,Escritório,Teclado,523.03,405.39,True,2024-07-31,2024,7,31,2,July,False,241.26,17,0,0,0,0,0
48,4291,770,2024-08-08,1900-01-01 11:23:57,site,2,942.56,10,0.0,zoop,1885.12,188.512,1696.608,tx_000048,cartao_credito,aprovado,1696.61,1772.84,11:23:57,False,0.0019999999999527063,False,Cliente 4291,educacao,MT,Centro-Oeste,2022-04-14,Cadeira 770,Escritório,Cadeira,907.33,580.63,True,2024-08-08,2024,8,8,3,August,False,723.8599999999999,11,0,0,0,0,0
49,2318,753,2024-10-02,1900-01-01 18:08:06,marketplace,3,1718.49,10,0.0,zoop,5155.47,515.547,4639.923000000001,tx_000049,pix,estornado,4639.92,4502.64,18:08:06,False,0.0030000000006111804,False,Cliente 2318,varejo,DF,Centro-Oeste,2023-01-18,Tênis 753,Moda,Tênis,1641.11,890.45,True,2024-10-02,2024,10,2,2,October,False,2484.12,18,0,0,0,0,0
50,3950,857,2024-12-25,1900-01-01 20:35:52,app,2,1654.94,0,19.9,parceiro,3309.88,0.0,3329.78,tx_000050,boleto,recusado,3329.78,3318.75,20:35:52,False,0.0,False,Cliente 3950,tecnologia,RS,Sul,2022-10-18,Creme 857,Beleza,Creme,1579.5,991.21,True,2024-12-25,2024,12,25,2,December,False,1327.46,20,0,0,0,0,0
51,3037,947,2024-02-03,1900-01-01 05:01:35,marketplace,1,1413.48,10,19.9,zoop,1413.48,141.348,1292.0320000000002,tx_000051,cartao_credito,aprovado,1292.03,1323.23,05:01:35,False,0.00200000000018008,False,Cliente 3037,varejo,AM,Norte,2022-04-14,Cadeira 947,Escritório,Cadeira,1461.31,798.23,True,2024-02-03,2024,2,3,5,February,True,615.25,5,0,0,0,0,0
52,1262,863,2024-02-03,1900-01-01 23:17:36,marketplace,1,1456.46,15,19.9,zoop,1456.46,218.469,1257.891,tx_000052,boleto,aprovado,1257.89,1246.17,23:17:36,False,0.0009999999999763531,False,Cliente 1262,educacao,MS,Centro-Oeste,2023-01-24,Câmera 863,Eletrônicos,Câmera,1553.06,984.84,True,2024-02-03,2024,2,3,5,February,True,471.62,23,0,0,0,0,0
53,2624,721,2024-12-04,1900-01-01 14:19:34,app,2,422.43,5,24.9,parceiro,844.86,42.243,827.5169999999999,tx_000053,pix,estornado,827.52,864.11,14:19:34,False,0.0030000000000427463,False,Cliente 2624,industria,BA,Nordeste,2023-07-29,Creme 721,Beleza,Creme,420.5,236.42,True,2024-12-04,2024,12,4,2,December,False,372.02000000000004,14,0,0,0,0,0
54,1591,1053,2024-12-14,1900-01-01 18:20:55,marketplace,1,571.17,10,24.9,zoop,571.17,57.117,538.953,tx_000054,boleto,aprovado,538.95,525.84,18:20:55,False,0.0029999999999290594,False,Cliente 1591,restaurante,DF,Centro-Oeste,2022-07-04,Tênis 1053,Moda,Tênis,633.92,481.89,True,2024-12-14,2024,12,14,5,December,True,89.27999999999997,18,0,0,0,1,4
55,4173,573,2024-11-10,1900-01-01 02:33:26,marketplace,1,1120.17,5,24.9,zoop,1120.17,56.008500000000005,1089.0615000000003,tx_000055,pix,estornado,1089.06,1035.2,02:33:26,False,0.0015000000003055902,False,Cliente 4173,tecnologia,RS,Sul,2023-05-03,Shampoo 573,Beleza,Shampoo,1109.57,878.47,True,2024-11-10,2024,11,10,6,November,True,241.70000000000005,2,0,0,0,0,0
56,4424,686,2024-01-16,1900-01-01 20:59:31,app,1,289.27,0,19.9,parceiro,289.27,0.0,309.16999999999996,tx_000056,boleto,estornado,309.17,324.48,20:59:31,False,5.684341886080802e-14,False,Cliente 4424,industria,PA,Norte,2022-03-12,Camiseta 686,Moda,Camiseta,286.6,193.57,True,2024-01-16,2024,1,16,1,January,False,95.69999999999999,20,0,0,0,0,0
57,4297,918,2024-07-14,1900-01-01 22:30:08,site,1,599.3,10,14.9,zoop,599.3,59.93,554.27,tx_000057,boleto,aprovado,554.27,528.66,22:30:08,False,0.0,False,Cliente 4297,servicos,RO,Norte,2023-06-06,Fone de Ouvido 918,Eletrônicos,Fone de Ouvido,583.49,353.13,True,2024-07-14,2024,7,14,6,July,True,246.16999999999996,22,0,0,0,0,0
58,3897,941,2024-05-09,1900-01-01 15:05:11,site,1,1132.39,10,0.0,parceiro,1132.39,113.23900000000002,1019.1510000000001,tx_000058,cartao_credito,recusado,1019.15,986.96,15:05:11,False,0.00100000000009004,False,Cliente 3897,saude,GO,Centro-Oeste,2023-08-08,Creme 941,Beleza,Creme,1205.86,662.27,True,2024-05-09,2024,5,9,3,May,False,470.1200000000001,15,0,0,0,0,0
59,2851,597,2024-09-25,1900-01-01 08:01:56,marketplace,1,616.27,10,0.0,zoop,616.27,61.627,554.643,tx_000059,cartao_credito,estornado,554.64,539.75,08:01:56,False,0.0030000000000427463,False,Cliente 2851,restaurante,BA,Nordeste,2022-04-06,Creme 597,Beleza,Creme,621.91,465.19,True,2024-09-25,2024,9,25,2,September,False,151.07999999999998,8,0,0,0,0,0
60,1008,1042,2024-01-07,1900-01-01 00:25:53,marketplace,2,772.4348079233097,0,9.9,zoop,1544.8696158466194,0.0,1554.7696158466194,tx_000060,cartao_credito,chargeback,1554.77,1490.84,00:25:53,False,0.0003841533805371,False,Cliente 1008,industria,RS,Sul,2023-07-13,Liquidificador 1042,Casa & Cozinha,Liquidificador,549.01,396.29,True,2024-01-07,2024,1,7,6,January,True,752.2896158466193,0,1,0,1,0,8
61,3608,1011,2024-04-03,1900-01-01 17:13:22,marketplace,1,282.09,10,24.9,zoop,282.09,28.209,278.78099999999995,tx_000061,boleto,aprovado,278.78,273.83,17:13:22,False,0.0009999999999763531,False,Cliente 3608,saude,TO,Norte,2023-04-14,Cafeteira 1011,Casa & Cozinha,Cafeteira,308.45,160.22,False,2024-04-03,2024,4,3,2,April,False,121.86999999999998,17,0,0,0,0,0
62,4652,952,2024-12-27,1900-01-01 05:32:09,app,1,835.66,0,24.9,zoop,835.66,0.0,860.56,tx_000062,boleto,recusado,860.56,830.4799999999999,05:32:09,False,0.0,False,Cliente 4652,industria,AM,Norte,2022-05-07,Teclado 952,Escritório,Teclado,817.55,426.35,True,2024-12-27,2024,12,27,4,December,False,409.30999999999995,5,0,0,0,0,0
63,4307,820,2024-05-29,1900-01-01 03:22:43,marketplace,1,1547.9,0,19.9,zoop,1547.9,0.0,1567.8000000000002,tx_000275,pix,aprovado,1567.8,1547.34,03:22:43,False,2.2737367544323206e-13,False,Cliente 4307,restaurante,CE,Nordeste,2022-01-09,Perfume 820,Beleza,Perfume,1669.68,982.58,True,2024-05-29,2024,5,29,2,May,False,565.32,3,1,0,0,1,7
64,3472,659,2024-11-09,1900-01-01 10:29:59,app,3,1971.89,0,24.9,zoop,5915.67,0.0,5940.57,tx_000064,cartao_credito,chargeback,5940.57,5949.75,10:29:59,False,0.0,False,Cliente 3472,varejo,PA,Norte,2023-03-25,Creme 659,Beleza,Creme,1974.31,1506.06,True,2024-11-09,2024,11,9,5,November,True,1397.4899999999998,10,0,0,1,0,5
65,2386,753,2024-07-06,1900-01-01 04:15:52,app,1,1597.81,10,0.0,parceiro,1597.81,159.781,1438.029,tx_000065,cartao_credito,chargeback,1438.03,1405.03,04:15:52,False,0.0009999999999763531,False,Cliente 2386,servicos,SC,Sul,2022-08-05,Tênis 753,Moda,Tênis,1641.11,890.45,True,2024-07-06,2024,7,6,5,July,True,707.3599999999999,4,0,0,1,0,5
