id_venda,id_cliente,id_produto,data_venda,hora_venda,canal_venda,quantidade,preco_unitario,desconto_pct,valor_frete,fulfillment,receita_bruta,valor_desconto,valor_previsto_calc,transaction_id,metodo_pagamento,status,valor_previsto,valor_pago,horario_transacao,suspeito_heuristica,delta,flag_divergencia,nome,segmento,uf,regiao,data_cadastro,nome_produto,categoria,subcategoria,preco_base,custo,ativo,data,ano,mes,dia,dia_semana,nome_mes,eh_fim_de_semana,margem_bruta,hora,R01,R02,R03,R04,score_risco
163,4373,930,2024-02-27,1900-01-01 16:34:02,marketplace,1,1894.83,10,24.9,zoop,1894.83,189.483,1730.247,tx_001936,pix,chargeback,1730.25,1384.2,16:34:02,True,0.0029999999999290594,False,Cliente 4373,restaurante,RN,Nordeste,2023-01-27,Tênis 930,Moda,Tênis,1937.58,1289.43,True,2024-02-27,2024,2,27,1,February,False,605.3999999999999,16,0,1,1,1,13
14382,3224,844,2024-07-23,1900-01-01 18:58:12,site,1,1791.99,0,9.9,parceiro,1791.99,0.0,1801.89,tx_014382,pix,chargeback,1801.89,1441.51,18:58:12,True,0.0,False,Cliente 3224,servicos,TO,Norte,2023-04-12,Aspirador 844,Casa & Cozinha,Aspirador,1756.57,1160.75,True,2024-07-23,2024,7,23,1,July,False,631.24,18,0,1,1,1,13
19097,4870,757,2024-10-17,1900-01-01 18:57:19,app,3,934.01,5,0.0,parceiro,2802.0299999999997,140.1015,2661.9285,tx_019097,cartao_credito,chargeback,2661.93,1863.35,18:57:19,True,0.0014999999998508429,False,Cliente 4870,varejo,RO,Norte,2022-07-14,Mesa 757,Escritório,Mesa,915.34,519.3,True,2024-10-17,2024,10,17,3,October,False,1244.1299999999999,18,0,1,1,1,13
12127,1223,1096,2024-08-29,1900-01-01 20:19:01,app,2,369.19,10,0.0,zoop,738.38,73.83800000000001,664.542,tx_012127,pix,chargeback,683.68,888.78,14:26:23,True,19.13799999999992,True,Cliente 1223,tecnologia,SC,Sul,2023-04-24,Perfume 1096,Beleza,Perfume,417.98,227.58,True,2024-08-29,2024,8,29,3,August,False,283.21999999999997,20,0,1,1,1,13
9302,2568,652,2024-08-17,1900-01-01 14:14:09,site,2,555.57,5,0.0,parceiro,1111.14,55.55700000000001,1055.583,tx_009302,boleto,chargeback,1055.58,1266.7,14:14:09,True,0.003000000000156433,False,Cliente 2568,saude,MG,Sudeste,2023-03-31,Tênis 652,Moda,Tênis,551.48,356.23,True,2024-08-17,2024,8,17,5,August,True,398.68000000000006,14,0,1,1,1,13
12563,4622,700,2024-02-16,1900-01-01 17:02:15,site,3,573.08,0,14.9,zoop,1719.2400000000002,0.0,1734.1400000000003,tx_012563,pix,chargeback,1814.9,2359.37,01:15:32,True,80.75999999999976,True,Cliente 4622,saude,ES,Sudeste,2023-07-08,Câmera 700,Eletrônicos,Câmera,71.38,42.17,True,2024-02-16,2024,2,16,4,February,False,1592.7300000000002,17,0,1,1,1,13
11221,2990,858,2024-02-12,1900-01-01 17:20:28,app,3,975.02,15,14.9,parceiro,2925.06,438.75899999999996,2501.201,tx_011221,boleto,chargeback,2501.2,3251.56,17:20:28,True,0.0010000000002037268,False,Cliente 2990,varejo,RO,Norte,2023-02-10,Calça 858,Moda,Calça,944.35,500.41,True,2024-02-12,2024,2,12,0,February,False,1423.83,17,0,1,1,1,13
5217,2819,959,2024-11-18,1900-01-01 09:04:31,site,1,966.15,15,0.0,zoop,966.15,144.92249999999999,821.2275,tx_006995,boleto,chargeback,821.23,1067.6,09:04:31,True,0.0025000000000545697,False,Cliente 2819,industria,CE,Nordeste,2022-02-28,Perfume 959,Beleza,Perfume,956.08,501.74,True,2024-11-18,2024,11,18,0,November,False,464.40999999999997,9,0,1,1,1,13
11183,2167,792,2024-08-06,1900-01-01 08:49:44,marketplace,1,961.65,5,19.9,zoop,961.65,48.0825,933.4675,tx_011183,cartao_credito,chargeback,974.55,1169.46,16:23:44,True,41.08249999999998,True,Cliente 2167,industria,RO,Norte,2023-01-29,Camiseta 792,Moda,Camiseta,938.34,679.79,True,2024-08-06,2024,8,6,1,August,False,281.86,8,0,1,1,1,13
4197,3082,1092,2024-02-13,1900-01-01 09:03:08,marketplace,3,798.45,5,0.0,parceiro,2395.3500000000004,119.76750000000003,2275.5825000000004,tx_004197,cartao_credito,chargeback,2275.58,1820.46,09:03:08,True,0.002500000000509317,False,Cliente 3082,varejo,PR,Sul,2023-02-07,Cadeira 1092,Escritório,Cadeira,832.4,489.57,True,2024-02-13,2024,2,13,1,February,False,926.6400000000003,9,0,1,1,1,13
17293,3978,506,2024-10-19,1900-01-01 07:45:47,site,2,569.37,5,9.9,parceiro,1138.74,56.937000000000005,1091.7030000000002,tx_017293,boleto,chargeback,1091.7,764.19,07:45:47,True,0.003000000000156433,False,Cliente 3978,tecnologia,ES,Sudeste,2023-01-12,Notebook 506,Eletrônicos,Notebook,574.54,455.61,True,2024-10-19,2024,10,19,5,October,True,227.51999999999998,7,0,1,1,1,13
14205,4359,754,2024-03-25,1900-01-01 19:33:22,marketplace,3,2659.2,0,24.9,zoop,7977.599999999999,0.0,8002.499999999999,tx_014205,cartao_credito,chargeback,8002.5,9603.0,19:33:22,True,9.094947017729282e-13,False,Cliente 4359,saude,RO,Norte,2023-08-21,Teclado 754,Escritório,Teclado,1539.39,1209.83,False,2024-03-25,2024,3,25,0,March,False,4348.11,19,0,1,1,1,13
14382,3224,844,2024-07-23,1900-01-01 22:39:34,site,1,1758.29,0,9.9,parceiro,1758.29,0.0,1768.19,tx_014382,pix,chargeback,1801.89,1441.51,18:58:12,True,33.700000000000045,True,Cliente 3224,servicos,TO,Norte,2023-04-12,Aspirador 844,Casa & Cozinha,Aspirador,1756.57,1160.75,True,2024-07-23,2024,7,23,1,July,False,597.54,22,0,1,1,1,13
7284,2372,982,2024-11-17,1900-01-01 03:07:49,site,1,1461.28,15,9.9,zoop,1461.28,219.19199999999998,1251.988,tx_007284,boleto,chargeback,1251.99,876.39,03:07:49,True,0.0019999999999527063,False,Cliente 2372,varejo,MS,Centro-Oeste,2022-09-27,Tênis 982,Moda,Tênis,1392.56,773.87,True,2024-11-17,2024,11,17,6,November,True,687.41,3,0,1,1,1,13
15938,3383,716,2024-12-02,1900-01-01 07:11:58,app,2,452.68,10,0.0,parceiro,905.36,90.536,814.8240000000001,tx_015938,boleto,chargeback,814.82,570.37,07:11:58,True,0.004000000000019099,False,Cliente 3383,tecnologia,TO,Norte,2023-08-17,Shampoo 716,Beleza,Shampoo,439.2,252.87,True,2024-12-02,2024,12,2,0,December,False,399.62,7,0,1,1,1,13
13959,3711,860,2024-10-31,1900-01-01 20:40:00,site,2,613.2,5,19.9,parceiro,1226.4,61.32000000000001,1184.9800000000002,tx_011973,pix,chargeback,1184.98,1421.98,20:40:00,True,2.2737367544323206e-13,False,Cliente 3711,varejo,ES,Sudeste,2023-06-10,Teclado 860,Escritório,Teclado,592.84,347.01,True,2024-10-31,2024,10,31,3,October,False,532.3800000000001,20,0,1,1,1,13
7284,2372,982,2024-11-17,1900-01-01 03:34:26,site,1,1517.3,15,9.9,zoop,1517.3,227.595,1299.605,tx_007284,boleto,chargeback,1251.99,876.39,03:07:49,True,47.61500000000001,True,Cliente 2372,varejo,MS,Centro-Oeste,2022-09-27,Tênis 982,Moda,Tênis,1392.56,773.87,True,2024-11-17,2024,11,17,6,November,True,743.43,3,0,1,1,1,13
12127,1223,1096,2024-08-29,1900-01-01 14:26:23,app,2,379.82,10,0.0,zoop,759.64,75.964,683.6759999999999,tx_012127,pix,chargeback,683.68,888.78,14:26:23,True,0.004000000000019099,False,Cliente 1223,tecnologia,SC,Sul,2023-04-24,Perfume 1096,Beleza,Perfume,417.98,227.58,True,2024-08-29,2024,8,29,3,August,False,304.47999999999996,14,0,1,1,1,13
18026,4597,1005,2024-05-05,1900-01-01 19:51:45,site,3,824.69,15,0.0,parceiro,2474.07,371.1105,2102.9595,tx_018026,cartao_credito,chargeback,2011.29,2614.68,04:18:04,True,91.66949999999997,True,Cliente 4597,educacao,RN,Nordeste,2023-03-16,Mesa 1005,Escritório,Mesa,849.6,587.01,True,2024-05-05,2024,5,5,6,May,True,713.0400000000002,19,0,1,1,1,13
19273,1444,886,2024-03-13,1900-01-01 12:06:50,site,3,1436.45,5,0.0,parceiro,4309.35,215.46750000000003,4093.8825,tx_017914,pix,chargeback,4093.88,2865.72,12:06:50,True,0.0025000000000545697,False,Cliente 1444,servicos,TO,Norte,2023-02-02,Teclado 886,Escritório,Teclado,1471.42,897.83,True,2024-03-13,2024,3,13,2,March,False,1615.8600000000001,12,0,1,1,1,13
4530,4813,807,2024-10-31,1900-01-01 20:34:07,app,3,209.88,0,0.0,parceiro,629.64,0.0,629.64,tx_001864,cartao_credito,chargeback,629.64,440.75,20:34:07,True,0.0,False,Cliente 4813,industria,AM,Norte,2023-02-03,Shampoo 807,Beleza,Shampoo,213.21,163.89,True,2024-10-31,2024,10,31,3,October,False,137.97000000000003,20,0,1,1,1,13
16240,3647,828,2024-11-18,1900-01-01 04:46:58,site,1,388.27,5,0.0,zoop,388.27,19.4135,368.8565,tx_016240,boleto,chargeback,368.86,258.2,04:46:58,True,0.003500000000030923,False,Cliente 3647,restaurante,SP,Sudeste,2022-12-20,Aspirador 828,Casa & Cozinha,Aspirador,431.3,276.48,True,2024-11-18,2024,11,18,0,November,False,111.78999999999996,4,0,1,1,1,13
16883,1101,649,2024-05-16,1900-01-01 22:51:36,app,3,261.41,10,0.0,zoop,784.23,78.423,705.807,tx_016934,cartao_credito,chargeback,705.81,917.55,22:51:36,True,0.0029999999999290594,False,Cliente 1101,servicos,PR,Sul,2022-10-31,Cafeteira 649,Casa & Cozinha,Cafeteira,263.1,196.19,True,2024-05-16,2024,5,16,3,May,False,195.66000000000008,22,0,1,1,1,13
5988,1562,969,2024-12-02,1900-01-01 07:38:28,app,2,732.84,0,9.9,zoop,1465.68,0.0,1475.5800000000002,tx_008105,pix,chargeback,1475.58,1180.46,07:38:28,True,2.2737367544323206e-13,False,Cliente 1562,educacao,PE,Nordeste,2022-02-27,Calça 969,Moda,Calça,707.65,416.69,True,2024-12-02,2024,12,2,0,December,False,632.3000000000001,7,0,1,1,1,13
12231,3980,587,2024-04-04,1900-01-01 16:42:20,site,2,1617.22,0,19.9,zoop,3234.44,0.0,3254.34,tx_012231,boleto,chargeback,3254.34,2603.47,16:42:20,True,0.0,False,Cliente 3980,saude,MS,Centro-Oeste,2023-05-03,Liquidificador 587,Casa & Cozinha,Liquidificador,1739.52,929.66,True,2024-04-04,2024,4,4,3,April,False,1375.1200000000001,16,0,1,1,1,13
15,4113,635,2024-06-16,1900-01-01 13:23:42,marketplace,1,316.6,15,0.0,zoop,316.6,47.49,269.11,tx_000015,boleto,chargeback,269.11,322.93,13:23:42,True,0.0,False,Cliente 4113,industria,CE,Nordeste,2023-03-09,Cadeira 635,Escritório,Cadeira,343.47,223.48,True,2024-06-16,2024,6,16,6,June,True,93.12000000000003,13,0,1,1,1,13
10841,1111,642,2024-08-18,1900-01-01 07:10:52,app,1,415.98,0,24.9,parceiro,415.98,0.0,440.88,tx_019937,pix,chargeback,440.88,573.14,07:10:52,True,0.0,False,Cliente 1111,varejo,AC,Norte,2022-03-25,Calça 642,Moda,Calça,450.84,331.69,True,2024-08-18,2024,8,18,6,August,True,84.29000000000002,7,0,1,1,1,13
18730,1784,737,2024-12-05,1900-01-01 00:56:55,site,2,95.3,0,24.9,parceiro,190.6,0.0,215.5,tx_018730,boleto,chargeback,215.5,258.6,00:56:55,True,0.0,False,Cliente 1784,educacao,RJ,Sudeste,2023-05-07,Camiseta 737,Moda,Camiseta,91.7,47.37,True,2024-12-05,2024,12,5,3,December,False,95.86,0,0,1,1,1,13
16702,1117,781,2024-04-12,1900-01-01 08:50:34,app,1,326.55,10,0.0,zoop,326.55,32.655,293.895,tx_008823,boleto,chargeback,293.89,235.11,08:50:34,True,0.0049999999999954525,False,Cliente 1117,restaurante,MS,Centro-Oeste,2022-03-16,Mesa 781,Escritório,Mesa,328.78,196.6,True,2024-04-12,2024,4,12,4,April,False,129.95000000000002,8,0,1,1,1,13
4537,4306,708,2024-06-02,1900-01-01 16:39:36,marketplace,1,306.52,10,19.9,parceiro,306.52,30.652,295.768,tx_015432,cartao_credito,chargeback,295.77,236.62,16:39:36,True,0.0020000000000095497,False,Cliente 4306,educacao,CE,Nordeste,2022-12-18,Creme 708,Beleza,Creme,302.16,180.46,True,2024-06-02,2024,6,2,6,June,True,126.05999999999997,16,0,1,1,1,13
11183,2167,792,2024-08-06,1900-01-01 16:23:44,marketplace,1,1004.89,5,19.9,zoop,1004.89,50.2445,974.5455,tx_011183,cartao_credito,chargeback,974.55,1169.46,16:23:44,True,0.004500000000007276,False,Cliente 2167,industria,RO,Norte,2023-01-29,Camiseta 792,Moda,Camiseta,938.34,679.79,True,2024-08-06,2024,8,6,1,August,False,325.1,16,0,1,1,1,13
3491,2578,669,2024-08-16,1900-01-01 01:17:54,marketplace,2,1795.4,5,24.9,parceiro,3590.8,179.54000000000002,3436.1600000000003,tx_003491,pix,chargeback,3436.16,4123.39,01:17:54,True,4.547473508864641e-13,False,Cliente 2578,tecnologia,RJ,Sudeste,2022-08-17,Shampoo 669,Beleza,Shampoo,1918.16,1281.76,True,2024-08-16,2024,8,16,4,August,False,1027.2800000000002,1,1,1,1,0,12
12563,4622,700,2024-02-16,1900-01-01 01:15:32,site,3,600.0,0,14.9,zoop,1800.0,0.0,1814.9,tx_012563,boleto,chargeback,1734.14,1699.99,17:02:15,False,80.75999999999999,True,Cliente 4622,saude,ES,Sudeste,2023-07-08,Câmera 700,Eletrônicos,Câmera,71.38,42.17,True,2024-02-16,2024,2,16,4,February,False,1673.49,1,1,0,1,1,12
5110,2461,518,2024-12-09,1900-01-01 02:35:04,marketplace,2,1592.84,0,9.9,parceiro,3185.68,0.0,3195.58,tx_005110,boleto,chargeback,3195.58,2556.46,02:35:04,True,0.0,False,Cliente 2461,industria,TO,Norte,2023-05-03,Cadeira 518,Escritório,Cadeira,1618.39,878.44,True,2024-12-09,2024,12,9,0,December,False,1428.7999999999997,2,1,1,1,0,12
17805,2234,947,2024-06-06,1900-01-01 04:17:01,marketplace,2,1501.86,5,19.9,parceiro,3003.72,150.186,2873.4339999999997,tx_008016,pix,chargeback,2873.43,2838.54,04:17:01,False,0.0039999999999054126,False,Cliente 2234,industria,RS,Sul,2023-07-14,Cadeira 947,Escritório,Cadeira,1461.31,798.23,True,2024-06-06,2024,6,6,3,June,False,1407.2599999999998,4,1,0,1,1,12
18985,2758,668,2024-12-29,1900-01-01 01:37:35,marketplace,3,522.2,5,14.9,parceiro,1566.6000000000001,78.33000000000001,1503.1700000000003,tx_018985,cartao_credito,chargeback,1503.17,1052.22,01:37:35,True,2.2737367544323206e-13,False,Cliente 2758,saude,ES,Sudeste,2023-05-06,Smartphone 668,Eletrônicos,Smartphone,539.97,326.72,True,2024-12-29,2024,12,29,6,December,True,586.44,1,1,1,1,0,12
8939,3361,790,2024-07-08,1900-01-01 03:12:40,marketplace,2,1215.51,10,19.9,zoop,2431.02,243.102,2207.818,tx_008939,boleto,chargeback,2207.82,2649.38,03:12:40,True,0.0019999999999527063,False,Cliente 3361,tecnologia,DF,Centro-Oeste,2023-03-04,Câmera 790,Eletrônicos,Câmera,1334.74,875.72,True,2024-07-08,2024,7,8,0,July,False,679.5799999999999,3,1,1,1,0,12
4204,2207,1079,2024-09-06,1900-01-01 02:11:30,site,1,1620.97,5,19.9,zoop,1620.97,81.0485,1559.8215,tx_004204,cartao_credito,chargeback,1559.82,1871.78,02:11:30,True,0.0015000000000782165,False,Cliente 2207,industria,PE,Nordeste,2023-08-14,Shampoo 1079,Beleza,Shampoo,1642.92,1161.33,True,2024-09-06,2024,9,6,4,September,False,459.6400000000001,2,1,1,1,0,12
12122,2010,811,2024-03-08,1900-01-01 01:01:45,site,2,2631.639331857108,10,14.9,zoop,5263.278663714216,526.3278663714217,4751.850797342794,tx_012122,cartao_credito,chargeback,4751.85,3326.3,01:01:45,True,0.0007973427937031374,False,Cliente 2010,restaurante,CE,Nordeste,2023-05-20,Shampoo 811,Beleza,Shampoo,1695.07,1064.52,True,2024-03-08,2024,3,8,4,March,False,3134.2386637142163,1,1,1,1,0,12
8886,3828,1069,2024-01-18,1900-01-01 01:55:24,site,3,1530.76,15,0.0,zoop,4592.28,688.842,3903.4379999999996,tx_008886,pix,chargeback,3903.44,5074.47,01:55:24,True,0.0020000000004074536,False,Cliente 3828,tecnologia,AC,Norte,2023-03-21,Calça 1069,Moda,Calça,1591.48,951.24,True,2024-01-18,2024,1,18,3,January,False,1738.5599999999995,1,1,1,1,0,12
10767,2840,799,2024-10-29,1900-01-01 05:33:23,site,3,1582.91,0,19.9,zoop,4748.7300000000005,0.0,4768.63,tx_010767,pix,chargeback,4768.63,5722.36,05:33:23,True,0.0,False,Cliente 2840,restaurante,AM,Norte,2023-07-05,Liquidificador 799,Casa & Cozinha,Liquidificador,1758.1,887.23,True,2024-10-29,2024,10,29,1,October,False,2087.0400000000004,5,1,1,1,0,12
14284,2982,996,2024-08-07,1900-01-01 01:12:39,marketplace,2,2774.5327974567435,0,19.9,parceiro,5549.065594913487,0.0,5568.965594913487,tx_014284,pix,chargeback,5568.97,4455.18,01:12:39,True,0.0044050865135432105,False,Cliente 2982,saude,PA,Norte,2022-11-16,Tênis 996,Moda,Tênis,1500.13,1195.46,True,2024-08-07,2024,8,7,2,August,False,3158.145594913487,1,1,1,1,0,12
6505,2527,1057,2024-11-05,1900-01-01 05:51:34,app,3,1037.9638890310412,15,9.9,zoop,3113.8916670931235,467.0837500639685,2656.707917029155,tx_006505,cartao_credito,chargeback,2656.71,3188.05,05:51:34,True,0.0020829708450946782,False,Cliente 2527,tecnologia,ES,Sudeste,2023-08-11,Câmera 1057,Eletrônicos,Câmera,717.33,506.5,True,2024-11-05,2024,11,5,1,November,False,1594.3916670931235,5,1,1,1,0,12
18696,2676,901,2024-06-28,1900-01-01 01:18:41,site,3,697.34,5,14.9,parceiro,2092.02,104.601,2002.319,tx_018696,pix,chargeback,2002.32,2402.78,01:18:41,True,0.0009999999999763531,False,Cliente 2676,saude,GO,Centro-Oeste,2023-02-19,Teclado 901,Escritório,Teclado,724.27,454.28,True,2024-06-28,2024,6,28,4,June,False,729.1800000000001,1,1,1,1,0,12
